customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,historical_value,projected_future_value,CLV,cost_discount,cost_outreach,tenure_bucket,service_count,high_friction_payment,price_per_service
5712-AHQNN,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,3954.1,1319.7600000000002,5273.860000000001,54.99000000000001,15.0,2-4yr,3,1,22.9125
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,2868.15,1101.6,3969.75,45.900000000000006,15.0,2-4yr,0,1,76.5
5256-SKJGO,Female,0,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,3423.5,1310.4,4733.9,32.760000000000005,15.0,4yr+,4,1,10.92
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,No,248.4,1293.8399999999997,1542.2399999999998,53.91,15.0,0-6mo,3,1,22.4625
9560-BBZXK,Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,No,1126.35,745.2,1871.55,18.630000000000003,15.0,2-4yr,1,0,15.525
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,Yes,1064.65,1443.6,2508.25,60.150000000000006,15.0,6-12mo,3,1,25.0625
8402-OOOHJ,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,No,835.15,495.6,1330.75,12.39,15.0,2-4yr,0,0,20.65
9445-ZUEQE,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,No,2151.6,1226.88,3378.48,51.120000000000005,15.0,2-4yr,2,0,28.400000000000002
1091-SOZGA,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,No,5515.45,2395.2,7910.65,59.88,15.0,4yr+,3,0,24.95
2928-HLDBA,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,No,112.75,298.08,410.83,12.419999999999998,15.0,6-12mo,0,0,20.7
0404-SWRVG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,Yes,229.55,1071.36,1300.91,44.64000000000001,15.0,0-6mo,0,1,74.4
6497-TILVL,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,No,350.35,730.08,1080.43,30.42,15.0,6-12mo,1,0,25.35
7219-TLZHO,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,No,62.9,300.24,363.14,12.510000000000002,15.0,0-6mo,0,0,20.85
4622-YNKIJ,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,No,3027.65,2134.8,5162.450000000001,53.370000000000005,15.0,2-4yr,3,1,22.2375
4412-YLTKF,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,Yes,2135.5,1123.9199999999998,3259.42,46.83,15.0,2-4yr,1,1,39.025
6734-PSBAW,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,No,1723.95,565.2,2289.15,14.13,15.0,4yr+,0,0,23.55
3930-ZGWVE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,19.75,284.4,304.15,11.85,15.0,0-6mo,0,0,19.75
2639-UGMAZ,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,No,3985.35,1354.8000000000002,5340.15,33.870000000000005,15.0,4yr+,4,1,11.290000000000001
2876-GZYZC,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,No,1215.65,1237.68,2453.33,51.57000000000001,15.0,1-2yr,1,1,42.975
6207-WIOLX,Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,Yes,1502.65,843.84,2346.49,35.160000000000004,15.0,2-4yr,5,0,9.766666666666667
8587-XYZSF,Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,No,3260.1,1213.1999999999998,4473.299999999999,30.33,15.0,4yr+,1,0,25.275
3091-FYHKI,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,Yes,35.45,510.48,545.9300000000001,21.270000000000003,15.0,0-6mo,1,1,17.725
2372-HWUHI,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,Yes,81.25,638.64,719.89,26.610000000000003,15.0,0-6mo,0,1,44.35
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,No,1188.2,616.8,1805.0,15.420000000000002,15.0,2-4yr,0,0,25.7
7850-VWJUU,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,No,1778.5,1080.0,2858.5,45.0,15.0,1-2yr,1,0,37.5
3774-VBNXY,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,No,1277.75,484.8,1762.55,12.12,15.0,4yr+,0,0,20.2
6217-KDYWC,Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,No,1170.55,470.4,1640.95,11.760000000000002,15.0,4yr+,0,0,19.6
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,70.45,1014.48,1084.93,42.27,15.0,0-6mo,0,0,70.45
3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,No,6425.65,2113.2,8538.849999999999,52.83,15.0,4yr+,6,0,12.578571428571427
4080-OGPJL,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,Yes,563.65,1024.56,1588.21,42.690000000000005,15.0,6-12mo,3,1,17.7875
1095-WGNGG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,5971.25,2425.2,8396.45,60.63,15.0,4yr+,3,0,25.2625
2636-SJDOU,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No,5289.05,2023.2,7312.25,50.58,15.0,4yr+,2,0,28.099999999999998
1131-QQZEB,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,No,1756.2,574.8,2331.0,14.37,15.0,4yr+,0,0,23.95
5716-EZXZN,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,No,6416.7,2377.2,8793.9,59.43000000000001,15.0,4yr+,4,0,19.81
6837-BJYDQ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,No,61.35,470.4,531.75,11.760000000000002,15.0,0-6mo,0,0,19.6
2135-RXIHG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,45.65,657.3599999999999,703.0099999999999,27.39,15.0,0-6mo,0,1,45.65
6440-DKQGE,Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,No,1929.95,1548.0,3477.95,38.7,15.0,2-4yr,3,0,16.125
3466-BYAVD,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No,1071.4,1000.8,2072.2,41.7,15.0,1-2yr,4,0,13.9
3780-YVMFA,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,No,564.35,987.12,1551.4699999999998,41.13,15.0,6-12mo,3,1,17.1375
3874-EQOEP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,Yes,655.5,1368.0,2023.5,57.0,15.0,6-12mo,2,0,31.666666666666668
1679-JRFBR,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,No,7930.55,2595.6000000000004,10526.15,64.89000000000001,15.0,4yr+,5,0,18.025000000000002
9073-ZZIAY,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,No,5215.25,2066.4,7281.65,51.66,15.0,4yr+,6,1,12.299999999999999
3077-RSNTJ,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,No,113.5,283.67999999999995,397.18,11.82,15.0,6-12mo,0,0,19.7
6551-GNYDG,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,No,1152.8,1164.96,2317.76,48.540000000000006,15.0,1-2yr,1,0,40.45
9167-APMXZ,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,No,1821.95,1211.76,3033.71,50.49000000000001,15.0,1-2yr,1,0,42.075
2749-CTKAJ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,No,419.9,483.6,903.5,12.09,15.0,1-2yr,0,0,20.15
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,No,1024.0,1542.0,2566.0,38.55,15.0,1-2yr,3,0,16.0625
7554-NEWDD,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,No,251.6,616.8,868.4,15.420000000000002,15.0,6-12mo,0,0,25.7
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,No,764.55,806.4,1570.9499999999998,33.6,15.0,1-2yr,2,1,18.666666666666668
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,Yes,1592.35,1186.56,2778.91,49.44,15.0,1-2yr,1,1,41.2
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,No,135.2,1003.68,1138.88,41.82000000000001,15.0,0-6mo,0,1,69.7
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,No,3958.25,1773.6,5731.85,44.34,15.0,4yr+,4,0,14.780000000000001
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,No,233.9,494.4,728.3000000000001,12.36,15.0,6-12mo,0,0,20.6
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,No,1363.45,477.6,1841.05,11.94,15.0,4yr+,0,0,19.9
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,Yes,273.0,1020.96,1293.96,42.540000000000006,15.0,0-6mo,0,0,70.9
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,No,6254.45,2137.2,8391.65,53.42999999999999,15.0,4yr+,6,0,12.721428571428572
3445-HXXGF,Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,Yes,2651.2,652.3199999999998,3303.5199999999995,27.18,15.0,4yr+,3,1,11.325
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,No,321.4,293.76,615.16,12.24,15.0,1-2yr,0,1,20.4
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,No,3539.25,2022.0,5561.25,50.55,15.0,2-4yr,3,0,21.0625
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,Yes,242.8,1503.36,1746.16,62.64000000000001,15.0,0-6mo,4,1,20.880000000000003
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,No,1181.75,1966.8,3148.55,49.17,15.0,1-2yr,5,0,13.658333333333333
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,Yes,5000.2,2276.4,7276.599999999999,56.91,15.0,4yr+,3,0,23.7125
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,No,654.55,493.2000000000001,1147.75,12.330000000000002,15.0,2-4yr,0,0,20.55
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,No,780.2,355.67999999999995,1135.88,14.82,15.0,2-4yr,0,1,24.7
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,Yes,1145.7,1072.0800000000002,2217.78,44.67,15.0,1-2yr,0,0,74.45
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,Yes,503.6,1100.88,1604.48,45.870000000000005,15.0,6-12mo,1,0,38.225
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,No,1559.25,1517.0399999999995,3076.29,63.21,15.0,1-2yr,4,0,21.07
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,No,1252.0,493.2000000000001,1745.2,12.330000000000002,15.0,4yr+,0,0,20.55
6317-YPKDH,Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,Yes,29.95,431.28,461.23,17.97,15.0,0-6mo,1,0,14.975
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,45.3,652.3199999999998,697.6199999999998,27.18,15.0,0-6mo,0,0,45.3
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,Yes,662.65,1216.8,1879.45,50.7,15.0,6-12mo,1,0,42.25
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,No,2453.3,1794.0,4247.3,44.85,15.0,2-4yr,4,0,14.95
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,Yes,1111.65,1141.2,2252.8500000000004,47.55,15.0,1-2yr,2,1,26.416666666666668
1024-GUALD,Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,24.8,357.12,381.92,14.880000000000004,15.0,0-6mo,0,1,24.8
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,No,1023.85,745.9199999999998,1769.77,31.08,15.0,1-2yr,1,0,25.9
8167-GJLRN,Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,No,82.15,437.75999999999993,519.91,18.24,15.0,0-6mo,1,1,15.2
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,No,244.8,471.6,716.4,11.79,15.0,1-2yr,0,1,19.65
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,2379.1,815.0400000000001,3194.14,33.96,15.0,2-4yr,1,0,28.3
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,No,3173.35,1725.6,4898.95,43.14000000000001,15.0,2-4yr,3,0,17.975
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,Yes,531.0,1310.4,1841.4,54.6,15.0,6-12mo,3,1,22.75
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,No,1375.4,474.0,1849.4,11.85,15.0,4yr+,0,0,19.75
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,No,8129.3,2632.8,10762.1,65.82000000000001,15.0,4yr+,5,0,18.283333333333335
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,No,1192.7,463.2000000000001,1655.9,11.580000000000002,15.0,4yr+,0,0,19.3
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,No,1901.65,1390.32,3291.9700000000003,57.93000000000001,15.0,1-2yr,4,1,19.31
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,No,587.4,578.4000000000001,1165.8000000000002,14.46,15.0,2-4yr,0,0,24.1
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No,6519.75,1603.4399999999998,8123.19,66.81,15.0,4yr+,5,1,18.558333333333334
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,8041.65,2694.0,10735.65,67.35000000000001,15.0,4yr+,5,0,18.708333333333332
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,No,20.75,298.8,319.55,12.45,15.0,0-6mo,0,0,20.75
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,No,2681.15,2445.6000000000004,5126.75,61.14000000000001,15.0,2-4yr,4,0,20.380000000000003
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,No,1112.3,1152.7199999999998,2265.0199999999995,48.03,15.0,1-2yr,2,0,26.683333333333334
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,No,7405.5,2533.2,9938.7,63.33,15.0,4yr+,4,1,21.11
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,No,1033.95,1127.5199999999998,2161.47,46.98,15.0,1-2yr,1,0,39.15
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,No,2958.95,991.4399999999998,3950.39,41.31,15.0,2-4yr,0,0,68.85
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,No,2684.85,1918.8,4603.65,47.970000000000006,15.0,2-4yr,2,0,26.650000000000002
6348-SNFUS,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,No,4179.2,1330.8000000000002,5510.0,33.27,15.0,4yr+,5,0,9.241666666666667
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,79.9,1150.56,1230.46,47.940000000000005,15.0,0-6mo,1,1,39.95
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,Yes,1934.45,1535.0399999999995,3469.49,63.96,15.0,1-2yr,5,1,17.766666666666666
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,No,6654.1,2458.8,9112.9,61.470000000000006,15.0,4yr+,5,0,17.075
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,Yes,84.5,662.4,746.9,27.6,15.0,0-6mo,0,0,46.0
4195-NZGTA,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,25.25,363.6,388.85,15.150000000000002,15.0,0-6mo,0,1,25.25
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,No,1124.2,474.0,1598.2,11.85,15.0,4yr+,0,0,19.75
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,No,540.05,480.0,1020.05,12.0,15.0,2-4yr,0,1,20.0
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,No,1975.85,1249.9199999999998,3225.7699999999995,52.08,15.0,1-2yr,1,1,43.4
0699-NDKJM,Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,No,3437.45,846.0,4283.45,35.25,15.0,4yr+,5,0,9.791666666666666
9286-BHDQG,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,No,3139.8,1086.0,4225.8,27.15,15.0,4yr+,4,0,9.05
0230-WEQUW,Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,No,3789.2,1358.4,5147.6,33.96,15.0,4yr+,5,0,9.433333333333334
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,No,5324.5,2020.8,7345.3,50.52,15.0,4yr+,5,0,14.033333333333333
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,No,624.6,1152.0,1776.6,48.0,15.0,6-12mo,1,0,40.0
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,Yes,268.35,1010.16,1278.5100000000002,42.09,15.0,0-6mo,0,1,70.15
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,No,1836.9,594.0,2430.9,14.85,15.0,4yr+,0,0,24.75
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,No,20.2,484.8,505.0,12.12,15.0,0-6mo,0,1,20.2
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,Yes,179.35,720.7199999999999,900.0699999999999,30.03,15.0,0-6mo,1,0,25.025
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,No,219.35,464.4,683.75,11.61,15.0,1-2yr,0,0,19.35
